seed,episode_idx,env_seed,regime,sampler,K,temperature,new_modes_at_high_n,mean_pairwise_distance,effective_sample_diversity,duplicate_collapse_rate,trajectory_cluster_count,trajectory_cluster_entropy
1,0,31100,pusht_aligned,ddim_eps,1,0.95,2.0,267.67688897597037,1.6016385071085886,0.0,4.0,0.8749999999971146
1,0,31100,pusht_aligned,consistency_1step,1,0.95,0.0,262.2129261226103,1.5850321001527399,0.0,2.0,0.9544340029220796
1,0,31100,pusht_aligned,ddim_eps,8,0.95,1.0,242.7897489936372,1.521683682206427,0.0,3.0,0.886859507140184
1,0,31100,pusht_aligned,ddpm_eps,8,0.95,1.0,247.45794682149318,1.542886460875167,0.0,3.0,0.886859507140184
1,0,32100,pusht_low_diversity,ddim_eps,1,0.1,0.0,37.81915913978056,1.588328268389856,0.0,3.0,0.886859507140184
1,0,32100,pusht_low_diversity,consistency_1step,1,0.1,0.0,24.860717461271623,1.6027170799862716,0.0,3.0,0.886859507140184
1,0,32100,pusht_low_diversity,ddim_eps,8,0.1,1.0,26.402557415450367,1.5152428084885505,0.0,4.0,0.9999999999971146
1,0,32100,pusht_low_diversity,ddpm_eps,8,0.1,0.0,26.274136493379988,1.5185278418660144,0.0,3.0,0.9850568223187771
1,0,33100,pusht_high_temp_misaligned,ddim_eps,1,1.3,2.0,366.81503018794444,1.5359175729555514,0.0,5.0,0.9283832117664798
1,0,33100,pusht_high_temp_misaligned,consistency_1step,1,1.3,2.0,407.80707087770645,1.5203016986769098,0.0,4.0,0.8749999999971146
1,0,33100,pusht_high_temp_misaligned,ddim_eps,8,1.3,1.0,362.24222570084913,1.584531734457118,0.0,3.0,0.886859507140184
1,0,33100,pusht_high_temp_misaligned,ddpm_eps,8,1.3,1.0,371.3846523722976,1.6089604558792803,0.0,3.0,0.886859507140184
