seed,state_idx,regime,negative_control,adaptive_row,selected_N,selected_K,decision_label,action_recommendation,low_N,max_N,min_K,max_K,lambda_cost,risk_delta,min_effect_size,confidence_method,repair_method,use_effective_n_for_bounds,effective_sample_diversity,duplicate_collapse_rate,diversity_gate_passed,admit_high_N,abstention_reason,false_admit_negative_control,effective_n_for_bounds,score_utility_correlation,tail_rank_correlation,tail_rank_correlation_ci_low,tail_rank_correlation_ci_high,high_N_gain,high_N_gain_ci_low,high_N_gain_ci_high,raw_high_N_real_change,utility_gain_point,utility_gain_lcb,utility_gain_ucb,tail_utility_lcb,tail_utility_ucb,tail_utility_mean,high_score_tail_harm_ucb,latency_adjusted_gain_point,latency_adjusted_gain_lcb,latency_adjusted_gain_ucb,empirical_bernstein_radius,tail_effective_n_for_bounds,audit_units,tail_audit_units,low_N_latency_adjusted_utility,best_high_N_latency_adjusted_utility,best_latency_adjusted_utility,best_high_N_pair,low_N_pair,best_pair,utility_bound_delta,tail_utility_bound_delta,latency_bound_delta,tail_harm_bound_delta,underpowered_audit,alignment_gate_passed,utility_gain_gate_passed,latency_gate_passed,diversity_repair_recommendation,alignment_reason,adaptive_checked_N,adaptive_max_N,adaptive_stopping_savings,adaptive_stopped
1,0,small_audit_underpowered,True,False,1,1,underpowered_audit,audit_rollouts,1,64,1,32,0.0001,0.01,0.0,both,auto,True,8.0,0.0,True,False,underpowered_effective_n,False,8.0,0.9999542124542122,0.9945054945054945,0.9632353631625897,1.0,0.9323261772415923,0.8185385858843247,1.0500886607062523,0.9386261772415923,0.9386261772415923,0.696641224098165,1.1806111303850195,0.6660160389200648,1.1499859452069194,0.908000992063492,-0.6660160389200648,0.9323261772415923,0.690341224098165,1.1743111303850196,0.24198495314342727,8.0,64.0,13.0,0.03803657407407403,0.9703627513156663,0.9703627513156663,"{'N': 64, 'K': 1}","{'N': 1, 'K': 1}","{'N': 64, 'K': 1}",0.002,0.002,0.002,0.002,True,False,,False,,,,,,
1,0,collapsed_sampler,True,False,1,1,stop_early_low_diversity,increase_diversity,1,64,1,32,0.0001,0.01,0.0,both,auto,True,1.0,0.98,False,False,diversity_gate_failed,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resample,,,,,
1,0,latency_limited_aligned,False,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.03,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.9995421245421243,0.9945054945054945,0.9786054645321816,1.0,-0.026616133432539685,-0.026997684539310514,-0.026329888237847217,0.009820107605463795,0.003383866567460316,-0.0048924961412715046,0.011660229276192136,-0.0001811246134937241,0.01637160080396992,0.008095238095238096,0.0001811246134937241,-0.026616133432539685,-0.0348924961412715,-0.018339770723807866,0.00827636270873182,13.0,64.0,13.0,-0.02,-0.04661613343253968,-0.02,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,0,latency_spike,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.03,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.9997252747252745,0.989010989010989,0.8398668639053256,1.0,-0.11661551339285714,-0.11709768337673611,-0.11629904707651288,0.009772004601513881,0.0033844866071428576,-0.004891876101588963,0.011660849315874678,-0.0001811246134937241,0.01637160080396992,0.008095238095238096,0.0001811246134937241,-0.11661551339285714,-0.12489187610158896,-0.10833915068412532,0.00827636270873182,13.0,64.0,13.0,-0.11,-0.22661551339285713,-0.11,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,0,missing_utility,True,False,1,1,alignment_audit_failed,audit_rollouts,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,unknown_utility,False,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,no_measured_rollout_utilities,,,,
1,0,adaptive_latency_limited,True,True,1,1,latency_limited,stop_early,1,32,1,32,0.03,0.01,0.0,both,auto,True,32.0,0.0,True,False,adaptive_gain_ucb_below_cost,False,32.0,0.9989002932551317,0.9999999999999999,0.9999999999999999,1.0000000000000002,-0.026507626488095237,-0.02715345982142857,-0.026086309523809526,0.009700032023049714,0.0034923735119047616,-0.01304968581084931,0.020034432834658833,-0.010044043449738197,0.023040075195769946,0.006498015873015873,0.010044043449738197,-0.026507626488095237,-0.04304968581084931,-0.009965567165341166,0.01654205932275407,12.0,32.0,12.0,-0.02014880952380952,-0.04665643601190476,-0.02014880952380952,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,32.0,64.0,0.5,True
1,1,high_diversity_aligned,False,False,64,1,allow_high_N,increase_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,True,,False,48.0,0.9999542124542122,0.9945054945054945,0.9298656727139221,1.0,0.9323607265521678,0.7625088506737508,1.0748967300320162,0.9386607265521678,0.9386607265521678,0.7915253895080466,1.085796063596289,0.760865655019371,1.0551363291076135,0.9080009920634922,-0.760865655019371,0.9323607265521678,0.7852253895080467,1.0794960635962891,0.1471353370441212,13.0,64.0,13.0,0.03803657407407403,0.9703973006262419,0.9703973006262419,"{'N': 64, 'K': 1}","{'N': 1, 'K': 1}","{'N': 64, 'K': 1}",0.002,0.002,0.002,0.002,False,True,True,True,,,,,,
1,1,anti_correlated_scorer,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,-0.9999542124542122,-1.0,-1.0,-0.9999999999999999,-0.36426855262070107,-0.39074121317653204,-0.32124170404128083,-1.0201476262647853,-0.3641685526207011,-1.1918048234938827,0.4634677182524805,-1.6752966544710652,-0.020024112724701948,-0.8476603835978835,1.6752966544710652,-0.36426855262070107,-1.1919048234938827,0.4633677182524805,0.8276362708731816,13.0,64.0,13.0,0.038036574074074084,-0.326231978546627,0.038036574074074084,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,shuffled_scorer,False,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.07413003663003662,0.12087912087912088,-0.7264319655438777,0.4737970809792842,0.41117799309160286,-0.09000753830467374,0.7999237972471366,0.41747799309160283,0.41747799309160283,-3.9475818782479237,4.782537864431129,-4.3519089674594555,4.378210775219597,0.01315090388007058,4.3519089674594555,0.41117799309160286,-3.9538818782479233,4.776237864431129,4.365059871339526,13.0,64.0,13.0,0.03803657407407404,0.44921456716567687,0.44921456716567687,"{'N': 64, 'K': 1}","{'N': 1, 'K': 1}","{'N': 64, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,tail_misaligned_scorer,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,-0.1288003663003663,0.6813186813186813,-0.027428478316534315,0.83223762906069,-0.03714293602568342,-0.12199238694609786,0.06298463024966916,-0.6920812681542021,-0.03704293602568342,-0.9374166126269464,0.8633307405755796,-1.6650059771710635,0.1357413760314624,-0.7646323005698006,1.6650059771710635,-0.03714293602568342,-0.9375166126269464,0.8632307405755796,0.900373676601263,13.0,64.0,13.0,0.03803657407407401,0.0008936380483905356,0.03803657407407401,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,adversarial_tail_scorer,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.2087454212454212,-0.07142857142857142,-0.5322887569832402,1.0,0.08429373036541002,-0.040058242910879546,0.20905257414213974,-0.7703728957564329,0.08439373036541002,-4.392144483279862,4.560931944010683,-4.949164002208561,4.003912425081984,-0.4726257885632886,4.949164002208561,0.08429373036541002,-4.392244483279863,4.560831944010682,4.476538213645273,13.0,64.0,13.0,0.038036574074074014,0.1223303044394841,0.1223303044394841,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 2, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,noisy_rollout_utility,False,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.7424450549450549,-0.38461538461538464,-0.6527436114110448,0.4427273432650527,0.8059368034843932,0.6033982781404328,1.3998948370539321,0.3205085792662722,0.8066368034843933,-4.699159585203189,6.312433192171975,-4.482512157834876,6.529080619540288,1.0232842308527064,4.482512157834876,0.8059368034843932,-4.699859585203189,6.311733192171975,5.505796388687582,13.0,64.0,13.0,0.10699310347514455,0.9129299069595378,0.9129299069595378,"{'N': 8, 'K': 1}","{'N': 1, 'K': 1}","{'N': 8, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,hidden_ood_dynamics,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.544047619047619,1.0,-0.47196818432058896,1.0,0.13745998022762346,0.07054676812927149,0.20570126073526523,-0.17695893955326572,0.13755998022762345,-0.009575356816497765,0.2846953172717447,-0.354759344980629,-0.0604886708923866,-0.20762400793650782,0.354759344980629,0.13745998022762346,-0.009675356816497754,0.2845953172717447,0.1471353370441212,13.0,64.0,13.0,-0.24633842592592595,-0.10887844569830245,-0.10887844569830245,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 2, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,duplicated_high_score_artifacts,True,False,1,1,stop_early_low_diversity,increase_diversity,1,64,1,32,0.0001,0.01,0.0,both,auto,True,4.0,0.8,False,False,diversity_gate_failed,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resample,,,,,
1,1,correlated_candidate_pool,True,False,1,1,underpowered_audit,audit_rollouts,1,64,1,32,0.0001,0.01,0.0,both,auto,True,6.0,0.2,True,False,underpowered_effective_n,False,6.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.9323653763760631,0.7577151693686646,1.0837900284797148,0.938665376376063,0.9386653763760631,0.6071765324863878,1.2701542202657383,0.5765121481738167,1.2394898359531674,0.908000992063492,-0.5765121481738167,0.9323653763760631,0.6008765324863878,1.2638542202657383,0.3314888438896753,6.0,64.0,13.0,0.03803657407407403,0.970401950450137,0.970401950450137,"{'N': 64, 'K': 1}","{'N': 1, 'K': 1}","{'N': 64, 'K': 1}",0.002,0.002,0.002,0.002,True,False,,False,,,,,,
1,1,calibration_drift,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.020329670329670327,0.6648351648351648,0.2836243085252463,0.8252412280701752,0.9071074040006729,0.7504492173958688,0.9896845010019992,0.9134074040006729,0.9134074040006729,-3.6305011811899486,5.457315989191295,-4.331674788894325,4.756142381486918,0.21223379629629638,4.331674788894325,0.9071074040006729,-3.6368011811899486,5.451015989191294,4.543908585190621,13.0,64.0,13.0,0.03803657407407405,0.9451439780747469,0.9451439780747469,"{'N': 64, 'K': 1}","{'N': 1, 'K': 1}","{'N': 64, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,small_audit_underpowered,True,False,1,1,underpowered_audit,audit_rollouts,1,64,1,32,0.0001,0.01,0.0,both,auto,True,8.0,0.0,True,False,underpowered_effective_n,False,8.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.932365376376063,0.8541289869701401,1.0483169476386118,0.938665376376063,0.938665376376063,0.6966804232326357,1.1806503295194903,0.6660160389200649,1.1499859452069194,0.9080009920634922,-0.6660160389200649,0.932365376376063,0.6903804232326357,1.1743503295194904,0.2419849531434273,8.0,64.0,13.0,0.03803657407407403,0.970401950450137,0.970401950450137,"{'N': 64, 'K': 1}","{'N': 1, 'K': 1}","{'N': 64, 'K': 1}",0.002,0.002,0.002,0.002,True,False,,False,,,,,,
1,1,collapsed_sampler,True,False,1,1,stop_early_low_diversity,increase_diversity,1,64,1,32,0.0001,0.01,0.0,both,auto,True,1.0,0.98,False,False,diversity_gate_failed,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resample,,,,,
1,1,latency_limited_aligned,False,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.03,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.9994505494505492,0.978021978021978,0.9008608724388631,1.0,-0.02661644345238095,-0.02706392609126984,-0.026330142066592264,0.009738130549201023,0.0033835565476190484,-0.004892806161112772,0.011659919256350869,-0.0001811246134937241,0.01637160080396992,0.008095238095238096,0.0001811246134937241,-0.02661644345238095,-0.03489280616111277,-0.01834008074364913,0.00827636270873182,13.0,64.0,13.0,-0.02,-0.04661644345238095,-0.02,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,latency_spike,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.03,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.9994963369963368,0.9945054945054945,0.9525855593634102,1.0,-0.11661628844246032,-0.11705861118861607,-0.1163312038845486,0.009819848962899927,0.003383711557539684,-0.0048926511511921365,0.011660074266271504,-0.00018112461349372583,0.016371600803969915,0.008095238095238095,0.00018112461349372583,-0.11661628844246032,-0.12489265115119214,-0.1083399257337285,0.00827636270873182,13.0,64.0,13.0,-0.11,-0.22661628844246032,-0.11,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,1,missing_utility,True,False,1,1,alignment_audit_failed,audit_rollouts,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,unknown_utility,False,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,no_measured_rollout_utilities,,,,
1,1,adaptive_latency_limited,True,True,1,1,latency_limited,stop_early,1,32,1,32,0.03,0.01,0.0,both,auto,True,32.0,0.0,True,False,adaptive_gain_ucb_below_cost,False,32.0,0.9985337243401757,0.9285714285714285,0.5823529411764709,1.0000000000000002,-0.026258060515873014,-0.026949536520337297,-0.025886858258928568,0.00979661226939715,0.0037419394841269847,-0.011916999471407109,0.019400878439661078,-0.008132483929079067,0.02318539398198912,0.007526455026455028,0.008132483929079067,-0.026258060515873014,-0.041916999471407104,-0.01059912156033892,0.015658938955534094,12.0,32.0,12.0,-0.020119047619047616,-0.04637710813492063,-0.020119047619047616,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,32.0,64.0,0.5,True
1,2,high_diversity_aligned,False,False,64,1,allow_high_N,increase_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,True,,False,48.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.932365376376063,0.80638263274507,1.0821807979501121,0.938665376376063,0.938665376376063,0.7915300393319418,1.0858007134201841,0.760865655019371,1.0551363291076135,0.9080009920634922,-0.760865655019371,0.932365376376063,0.7852300393319418,1.0795007134201842,0.1471353370441212,13.0,64.0,13.0,0.03803657407407403,0.970401950450137,0.970401950450137,"{'N': 64, 'K': 1}","{'N': 1, 'K': 1}","{'N': 64, 'K': 1}",0.002,0.002,0.002,0.002,False,True,True,True,,,,,,
1,2,anti_correlated_scorer,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,-0.9999542124542122,-1.0,-1.0,-0.9999999999999999,-0.36426855262070107,-0.38936387360318836,-0.3131035178640321,-1.0201476262647853,-0.3641685526207011,-1.1918048234938827,0.4634677182524805,-1.675296654471065,-0.020024112724701837,-0.8476603835978834,1.675296654471065,-0.36426855262070107,-1.1919048234938827,0.4633677182524805,0.8276362708731816,13.0,64.0,13.0,0.038036574074074084,-0.326231978546627,0.038036574074074084,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,2,shuffled_scorer,False,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,-0.04761904761904761,0.12637362637362637,-0.8033898305084743,0.5275565236230825,0.02246213105428395,-0.07316855184565145,0.27464871045438716,0.026048616468455195,0.02396213105428395,-4.133436998869978,4.181361260978546,-4.1076534627827614,4.207144797065763,0.049745667141500464,4.1076534627827614,0.02246213105428395,-4.1349369988699785,4.179861260978546,4.157399129924262,13.0,64.0,13.0,0.03803657407407401,0.060498705128358,0.060498705128358,"{'N': 16, 'K': 1}","{'N': 1, 'K': 1}","{'N': 16, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,2,tail_misaligned_scorer,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,-0.13049450549450547,0.5384615384615384,-0.4155778198439447,0.8706402592960568,-0.03771647273203261,-0.11050019406380887,0.05582838864603998,-0.6404873031996077,-0.037616472732032606,-1.001126072076655,0.9258931266125898,-1.728141899914423,0.19887729877482185,-0.7646323005698006,1.728141899914423,-0.03771647273203261,-1.001226072076655,0.9257931266125898,0.9635095993446224,13.0,64.0,13.0,0.03803657407407403,0.00032010134204139373,0.03803657407407403,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 1, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
1,2,adversarial_tail_scorer,True,False,1,1,high_N_blocked,block_high_N,1,64,1,32,0.0001,0.01,0.0,both,auto,True,48.0,0.0,True,False,tail_harm_plausible,False,48.0,0.2087454212454212,-0.07142857142857142,-0.5515529806747461,1.0,0.08429373036541005,-0.020206429165633154,0.1751148151075019,-0.7703728957258806,0.08439373036541005,-4.392144483279862,4.560931944010683,-4.949164002208561,4.003912425081984,-0.4726257885632885,4.949164002208561,0.08429373036541005,-4.392244483279863,4.560831944010682,4.476538213645273,13.0,64.0,13.0,0.038036574074074014,0.1223303044394841,0.1223303044394841,"{'N': 2, 'K': 1}","{'N': 1, 'K': 1}","{'N': 2, 'K': 1}",0.002,0.002,0.002,0.002,False,False,,False,,,,,,
