seed,sampler,regime,scorer,N,K,exact_selected_real,exact_selected_max_coverage,exact_selected_final_coverage,exact_selected_success
1,consistency_1step,pusht_aligned,learned_value_critic_from_pilot_rollouts,16,1,0.0599979723924672,0.10432730563917103,3.0576340355577706e-05,0.0
1,consistency_1step,pusht_aligned,misaligned_corner_scorer,1,1,0.01732296751010307,0.07972745033887911,0.014912411930748002,0.0
1,consistency_1step,pusht_aligned,misaligned_corner_scorer,2,1,0.013684663713659303,0.08230540174568239,0.01735289728700183,0.0
1,consistency_1step,pusht_aligned,misaligned_corner_scorer,4,1,0.007392850617858646,0.08182754857225503,0.01676144093694871,0.0
1,consistency_1step,pusht_aligned,misaligned_corner_scorer,8,1,-0.0002753325301974215,0.08080276755713459,0.014845854520039725,0.0
1,consistency_1step,pusht_aligned,misaligned_corner_scorer,16,1,-0.005530909846887602,0.08356115608232882,0.0102608711005836,0.0
1,consistency_1step,pusht_aligned,oracle_real_utility_selector,1,1,0.01732296751010307,0.07972745033887911,0.014912411930748002,0.0
1,consistency_1step,pusht_aligned,oracle_real_utility_selector,2,1,0.03750641722495099,0.09320446152121563,0.01934581859162408,0.0
1,consistency_1step,pusht_aligned,oracle_real_utility_selector,4,1,0.05522476031951332,0.10613313889334823,0.022778588989123702,0.0
1,consistency_1step,pusht_aligned,oracle_real_utility_selector,8,1,0.06973296494497415,0.11780758242388291,0.02268813747622327,0.0
1,consistency_1step,pusht_aligned,oracle_real_utility_selector,16,1,0.07956429213157125,0.12582011893842646,0.016841629696914315,0.0
1,consistency_1step,pusht_aligned,random_sample_selection,1,1,0.01732296751010308,0.07972745033887912,0.014912411930748,0.0
1,consistency_1step,pusht_aligned,random_sample_selection,2,1,0.020831022846424043,0.08141001993199534,0.0158724614882601,0.0
1,consistency_1step,pusht_aligned,random_sample_selection,4,1,0.019084143042166542,0.07737406447519808,0.01705281682157932,0.0
1,consistency_1step,pusht_aligned,random_sample_selection,8,1,0.019242773979517205,0.07391644638710415,0.022255129840181843,0.0
1,consistency_1step,pusht_aligned,random_sample_selection,16,1,0.025363215013293017,0.07605656784167626,0.03299710824702059,0.0
1,consistency_1step,pusht_aligned,uncertainty_aware_critic,1,1,0.01732296751010307,0.07972745033887911,0.014912411930748,0.0
1,consistency_1step,pusht_aligned,uncertainty_aware_critic,2,1,0.02486340203717596,0.07862326596438136,0.00988855960106205,0.0
1,consistency_1step,pusht_aligned,uncertainty_aware_critic,4,1,0.032926112411560134,0.08157714739891044,0.003802142911532693,0.0
1,consistency_1step,pusht_aligned,uncertainty_aware_critic,8,1,0.04479315185496585,0.09077276113437123,0.0006034233056483426,0.0
1,consistency_1step,pusht_aligned,uncertainty_aware_critic,16,1,0.05975699722533639,0.10428194209373325,1.5894330315599103e-05,0.0
1,consistency_1step,pusht_high_temp_misaligned,behavior_cloning_critic,1,1,-0.07843843886759554,0.03285593702758677,0.009444192299892353,0.0
1,consistency_1step,pusht_high_temp_misaligned,behavior_cloning_critic,2,1,-0.07854170693282429,0.028767889792639553,0.004711704271703783,0.0
1,consistency_1step,pusht_high_temp_misaligned,behavior_cloning_critic,4,1,-0.08193683524562634,0.02141366644088709,0.0017217376602698693,0.0
1,consistency_1step,pusht_high_temp_misaligned,behavior_cloning_critic,8,1,-0.0829369110534559,0.01623528156032769,0.0006706761536870897,0.0
1,consistency_1step,pusht_high_temp_misaligned,behavior_cloning_critic,16,1,-0.07878580665701568,0.014780757606037538,0.0001591611736127874,0.0
1,consistency_1step,pusht_high_temp_misaligned,diffusion_internal_score,1,1,-0.07843843886759552,0.03285593702758676,0.009444192299892351,0.0
1,consistency_1step,pusht_high_temp_misaligned,diffusion_internal_score,2,1,-0.0778365930491943,0.03644896292513023,0.006520523248797905,0.0
1,consistency_1step,pusht_high_temp_misaligned,diffusion_internal_score,4,1,-0.07672329788312462,0.039125927329469234,0.004692585693754791,0.0
1,consistency_1step,pusht_high_temp_misaligned,diffusion_internal_score,8,1,-0.07485449232756734,0.038070048807753366,0.003951024672048197,0.0
1,consistency_1step,pusht_high_temp_misaligned,diffusion_internal_score,16,1,-0.0804675047017594,0.029248034392052823,0.002114726278542919,0.0
1,consistency_1step,pusht_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,1,1,-0.07843843886759554,0.03285593702758677,0.009444192299892353,0.0
1,consistency_1step,pusht_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,2,1,-0.06165037148786626,0.04253462709306635,0.009651965967355397,0.0
1,consistency_1step,pusht_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,4,1,-0.05161671833659089,0.04829733382480466,0.006982942449457915,0.0
1,consistency_1step,pusht_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,8,1,-0.05152890188516255,0.044864005478629475,0.003126035067838602,0.0
1,consistency_1step,pusht_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,16,1,-0.061325561765977664,0.03169821040863784,0.000717314051956736,0.0
1,consistency_1step,pusht_high_temp_misaligned,misaligned_corner_scorer,1,1,-0.07843843886759551,0.03285593702758677,0.009444192299892353,0.0
1,consistency_1step,pusht_high_temp_misaligned,misaligned_corner_scorer,2,1,-0.07868152877261743,0.03993891797929498,0.012910235435901368,0.0
1,consistency_1step,pusht_high_temp_misaligned,misaligned_corner_scorer,4,1,-0.08474263971719113,0.03975304711489908,0.012990660021214606,0.0
1,consistency_1step,pusht_high_temp_misaligned,misaligned_corner_scorer,8,1,-0.10189886344332193,0.028738939095109873,0.00794344174139042,0.0
1,consistency_1step,pusht_high_temp_misaligned,misaligned_corner_scorer,16,1,-0.11963304914390867,0.015307275823588417,0.0030829622800886236,0.0
1,consistency_1step,pusht_high_temp_misaligned,oracle_real_utility_selector,1,1,-0.07843843886759554,0.03285593702758677,0.009444192299892353,0.0
1,consistency_1step,pusht_high_temp_misaligned,oracle_real_utility_selector,2,1,-0.050255293349624114,0.050015829783717346,0.016305104417171472,0.0
1,consistency_1step,pusht_high_temp_misaligned,oracle_real_utility_selector,4,1,-0.022212257915629623,0.07199671910449497,0.026813595753898578,0.0
1,consistency_1step,pusht_high_temp_misaligned,oracle_real_utility_selector,8,1,0.004489309639611971,0.0928853208855802,0.042380348464665714,0.0
1,consistency_1step,pusht_high_temp_misaligned,oracle_real_utility_selector,16,1,0.024930443408638352,0.10571787192305183,0.06211926139005421,0.0
1,consistency_1step,pusht_high_temp_misaligned,random_sample_selection,1,1,-0.07843843886759551,0.03285593702758677,0.009444192299892351,0.0
1,consistency_1step,pusht_high_temp_misaligned,random_sample_selection,2,1,-0.07824841456918297,0.035850192949331026,0.010228952264445161,0.0
1,consistency_1step,pusht_high_temp_misaligned,random_sample_selection,4,1,-0.0795020853609079,0.03751122882151267,0.009866849974216845,0.0
1,consistency_1step,pusht_high_temp_misaligned,random_sample_selection,8,1,-0.08131971809922066,0.03594215938635941,0.009459483878062698,0.0
1,consistency_1step,pusht_high_temp_misaligned,random_sample_selection,16,1,-0.07830993439986815,0.032783431547174016,0.012707457005045567,0.0
1,consistency_1step,pusht_high_temp_misaligned,uncertainty_aware_critic,1,1,-0.07843843886759552,0.03285593702758677,0.009444192299892353,0.0
1,consistency_1step,pusht_high_temp_misaligned,uncertainty_aware_critic,2,1,-0.061772111136163634,0.042918059808050225,0.009685873089317239,0.0
1,consistency_1step,pusht_high_temp_misaligned,uncertainty_aware_critic,4,1,-0.05104858841061959,0.050184574160989426,0.007744854511629498,0.0
1,consistency_1step,pusht_high_temp_misaligned,uncertainty_aware_critic,8,1,-0.04969067725293391,0.04880030479225636,0.0047555869431104405,0.0
1,consistency_1step,pusht_high_temp_misaligned,uncertainty_aware_critic,16,1,-0.05962598790724228,0.035148551879960944,0.0021470623037290358,0.0
1,consistency_1step,pusht_low_diversity,behavior_cloning_critic,1,1,0.007174702630731677,0.008294362820042386,0.008221884380020762,0.0
1,consistency_1step,pusht_low_diversity,behavior_cloning_critic,2,1,0.007173667278501603,0.008294362820042386,0.008153935842500492,0.0
1,consistency_1step,pusht_low_diversity,behavior_cloning_critic,4,1,0.007170705328748961,0.008294362820042386,0.008030513694270311,0.0
1,consistency_1step,pusht_low_diversity,behavior_cloning_critic,8,1,0.007181186677780332,0.008294362820042386,0.007826696525199704,0.0
1,consistency_1step,pusht_low_diversity,behavior_cloning_critic,16,1,0.007233806708079088,0.008294362820042386,0.007547630939811649,0.0
1,consistency_1step,pusht_low_diversity,diffusion_internal_score,1,1,0.007174702630731674,0.008294362820042386,0.008221884380020762,0.0
1,consistency_1step,pusht_low_diversity,diffusion_internal_score,2,1,0.007139062456978572,0.008294362820042386,0.008162995647503194,0.0
1,consistency_1step,pusht_low_diversity,diffusion_internal_score,4,1,0.007081888461954979,0.008294362820042386,0.008078325399577544,0.0
1,consistency_1step,pusht_low_diversity,diffusion_internal_score,8,1,0.007027540930890981,0.008294362820042386,0.00800084188566113,0.0
1,consistency_1step,pusht_low_diversity,diffusion_internal_score,16,1,0.007004890416920676,0.008294362820042386,0.008018356752490314,0.0
1,consistency_1step,pusht_low_diversity,learned_value_critic_from_pilot_rollouts,1,1,0.007174702630731676,0.008294362820042386,0.008221884380020762,0.0
1,consistency_1step,pusht_low_diversity,learned_value_critic_from_pilot_rollouts,2,1,0.007276911060545062,0.008294362820042386,0.008208294672516709,0.0
1,consistency_1step,pusht_low_diversity,learned_value_critic_from_pilot_rollouts,4,1,0.007354146683798571,0.008294362820042386,0.008233509950112121,0.0
1,consistency_1step,pusht_low_diversity,learned_value_critic_from_pilot_rollouts,8,1,0.007398387005534974,0.008294362820042386,0.008278985250784037,0.0
1,consistency_1step,pusht_low_diversity,learned_value_critic_from_pilot_rollouts,16,1,0.007429057541938972,0.008294362820042386,0.00829385065994715,0.0
1,consistency_1step,pusht_low_diversity,misaligned_corner_scorer,1,1,0.007174702630731676,0.008294362820042386,0.008221884380020762,0.0
1,consistency_1step,pusht_low_diversity,misaligned_corner_scorer,2,1,0.007173806009345467,0.008294362820042386,0.008289832917541033,0.0
1,consistency_1step,pusht_low_diversity,misaligned_corner_scorer,4,1,0.007118193480272555,0.008294362820042386,0.00829434512511074,0.0
1,consistency_1step,pusht_low_diversity,misaligned_corner_scorer,8,1,0.00703566819208962,0.008294362820042386,0.008294362819772383,0.0
1,consistency_1step,pusht_low_diversity,misaligned_corner_scorer,16,1,0.006963255506425556,0.008294362820042386,0.008294362820042386,0.0
1,consistency_1step,pusht_low_diversity,oracle_real_utility_selector,1,1,0.007174702630731674,0.008294362820042386,0.008221884380020762,0.0
1,consistency_1step,pusht_low_diversity,oracle_real_utility_selector,2,1,0.007321491027408057,0.008294362820042386,0.008190175062511303,0.0
1,consistency_1step,pusht_low_diversity,oracle_real_utility_selector,4,1,0.007423761089800634,0.008294362820042386,0.0081865122116606,0.0
1,consistency_1step,pusht_low_diversity,oracle_real_utility_selector,8,1,0.007488776692128965,0.008294362820042386,0.008236143963647085,0.0
1,consistency_1step,pusht_low_diversity,oracle_real_utility_selector,16,1,0.0075242179941701,0.008294362820042386,0.008285628697303671,0.0
1,consistency_1step,pusht_low_diversity,random_sample_selection,1,1,0.007174702630731677,0.008294362820042386,0.008221884380020762,0.0
1,consistency_1step,pusht_low_diversity,random_sample_selection,2,1,0.007127088204277768,0.008294362820042386,0.008162995647503194,0.0
1,consistency_1step,pusht_low_diversity,random_sample_selection,4,1,0.007115577209837822,0.008294362820042386,0.008078325399577544,0.0
1,consistency_1step,pusht_low_diversity,random_sample_selection,8,1,0.007123916331477427,0.008294362820042386,0.00800084188566113,0.0
1,consistency_1step,pusht_low_diversity,random_sample_selection,16,1,0.007119561370091281,0.008294362820042386,0.008018356752490314,0.0
1,consistency_1step,pusht_low_diversity,uncertainty_aware_critic,1,1,0.007174702630731676,0.008294362820042386,0.008221884380020762,0.0
1,consistency_1step,pusht_low_diversity,uncertainty_aware_critic,2,1,0.007171886419190181,0.008294362820042386,0.008190175062511303,0.0
1,consistency_1step,pusht_low_diversity,uncertainty_aware_critic,4,1,0.007197095019273548,0.008294362820042386,0.0081865122116606,0.0
1,consistency_1step,pusht_low_diversity,uncertainty_aware_critic,8,1,0.0072434171348380325,0.008294362820042386,0.008236143963647085,0.0
1,consistency_1step,pusht_low_diversity,uncertainty_aware_critic,16,1,0.00729055455276802,0.008294362820042386,0.008285628697303671,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,1,1,0.04710083842729159,0.10893927023067695,0.010641290834274869,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,1,8,0.03879712594552307,0.10267884868315329,0.01818994445639861,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,1,16,0.03619315447534143,0.09972630665633103,0.008192272163340801,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,2,1,0.048764372744082594,0.10634165924310605,0.009443591182826377,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,2,8,0.047707986018400816,0.10870653749646886,0.0217049405096377,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,2,16,0.041355026308752006,0.10005977769221554,0.010939551043353939,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,4,1,0.04954215117261987,0.10438069798300843,0.004951336949260538,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,4,8,0.056547697504297445,0.11602900411903412,0.021558519729948215,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,4,16,0.0462572274122078,0.0998032190796374,0.012274303534028025,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,8,1,0.05223211867678589,0.10464045751222888,0.0016818353935708025,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,8,8,0.0666268742997475,0.1268454566636276,0.01715432911765317,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,8,16,0.056517042297750425,0.10505096303694128,0.01274898567400159,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,16,1,0.05118166234483242,0.1007526448163576,0.00044248123979108016,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,16,8,0.07406245927162797,0.13837248688658052,0.008410407826649318,0.0
1,ddim_eps,pusht_aligned,behavior_cloning_critic,16,16,0.06932071598077422,0.11252032212797962,0.011293468225035174,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,1,1,0.04710083842729159,0.10893927023067697,0.01064129083427487,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,1,8,0.03879712594552306,0.1026788486831533,0.01818994445639861,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,1,16,0.03619315447534144,0.09972630665633102,0.008192272163340801,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,2,1,0.04325716474965641,0.10441347105458805,0.01120736663170837,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,2,8,0.031885891808054095,0.09933224997760977,0.01244859745867088,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,2,16,0.03780279642522567,0.09945008994329209,0.008826330800960765,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,4,1,0.04095054433625133,0.09965179923348814,0.014888421910839883,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,4,8,0.031106966810995267,0.10193550097214572,0.009580401603043761,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,4,16,0.037503759763710745,0.09597180957793498,0.008659569667538015,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,8,1,0.03866278099979977,0.09344658267097479,0.015416622080201307,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,8,8,0.03160877365255425,0.1060089869126839,0.005503256042724958,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,8,16,0.04300127660148392,0.09645505560738914,0.007729844303993064,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,16,1,0.0358265750888033,0.08588009938075263,0.00970364590719098,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,16,8,0.0314220920308489,0.10988873190345218,0.0013996510075451746,0.0
1,ddim_eps,pusht_aligned,diffusion_internal_score,16,16,0.0497934427689398,0.09851761345427479,0.0039447412005374815,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,1,1,0.04710083842729157,0.108939270230677,0.010641290834274874,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,1,8,0.03879712594552306,0.10267884868315329,0.01818994445639861,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,1,16,0.03619315447534146,0.09972630665633105,0.008192272163340801,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,2,1,0.05851904912925061,0.11600530381878511,0.008710067659837308,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,2,8,0.055086189454109175,0.11420490988766224,0.011962316106096405,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,2,16,0.04555390525692369,0.10564370239640937,0.00781910674911645,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,4,1,0.060351049576167444,0.11530098275288363,0.0064499423695673005,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,4,8,0.06792064822900443,0.1232116572838043,0.007418063463020603,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,4,16,0.05500704829298388,0.11382074476451608,0.006569275459987041,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,8,1,0.06062684407151222,0.11439961360656159,0.0029218671804292474,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,8,8,0.08037863656913471,0.1329525899899164,0.0034308791510491085,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,8,16,0.06582048714075754,0.12312109535554965,0.005748742695566192,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,16,1,0.06403138268696157,0.11703372559905946,0.0008054293891081667,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,16,8,0.08952366554504189,0.14019764641223073,0.0008532704131295436,0.0
1,ddim_eps,pusht_aligned,learned_value_critic_from_pilot_rollouts,16,16,0.07939664614896914,0.13384419591471622,0.004489648797882735,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,1,1,0.04710083842729157,0.108939270230677,0.01064129083427487,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,1,8,0.038797125945523064,0.10267884868315329,0.01818994445639861,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,1,16,0.03619315447534146,0.09972630665633105,0.008192272163340801,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,2,1,0.044534586558166306,0.111551230194234,0.010633967537900225,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,2,8,0.02856288293272688,0.09764530206623112,0.013588306136156992,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,2,16,0.03561204925341497,0.10516601726082057,0.006604710140779253,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,4,1,0.04052209743859387,0.11254548801908908,0.0077053612672818945,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,4,8,0.026492141324021678,0.10117293071508233,0.008214260397283192,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,4,16,0.03959739971945775,0.11366488207334373,0.00572847802214596,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,8,1,0.0376968695443639,0.11466271729300466,0.0037045952383333272,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,8,8,0.02654253171356481,0.1060320975993178,0.005960981465746774,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,8,16,0.042940294103849974,0.12072379534653661,0.003577441521606146,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,16,1,0.03476923826504394,0.11466077909211374,0.0007262421031200821,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,16,8,0.025662024072462958,0.10821097578338561,0.005081224500458203,0.0
1,ddim_eps,pusht_aligned,misaligned_corner_scorer,16,16,0.05240461955763546,0.13483396367905662,0.0015936494720083343,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,1,1,0.04710083842729155,0.10893927023067697,0.010641290834274869,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,1,8,0.03879712594552307,0.10267884868315329,0.01818994445639861,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,1,16,0.036193154475341445,0.09972630665633103,0.008192272163340801,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,2,1,0.07138663333372029,0.1272053038354293,0.013071344950241636,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,2,8,0.06436200021711098,0.12219692728518554,0.018855545713935534,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,2,16,0.06382452079369107,0.12126870071515916,0.012726679764861712,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,4,1,0.09416866157535426,0.14471300878754967,0.015006979547574524,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,4,8,0.08322494529263709,0.13579800677007967,0.020832699488463963,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,4,16,0.0873388314328583,0.14088540450358308,0.01883417410046168,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,8,1,0.11587386822040369,0.16257455967707857,0.017321321511914123,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,8,8,0.09443155624666337,0.14292782644556182,0.022177890367800022,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,8,16,0.10396067385639156,0.15439462948900418,0.026647364516596165,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,16,1,0.13571808240593186,0.180662540803463,0.015506789593861058,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,16,8,0.10128668815219088,0.1470367496148231,0.01530266581040121,0.0
1,ddim_eps,pusht_aligned,oracle_real_utility_selector,16,16,0.1125905617184229,0.15985153125027055,0.0344466346986527,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,1,1,0.04710083842729157,0.10893927023067697,0.01064129083427487,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,1,8,0.038797125945523064,0.10267884868315329,0.01818994445639861,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,1,16,0.03619315447534146,0.09972630665633103,0.008192272163340801,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,2,1,0.038675186246521685,0.10089391514870266,0.006016035782173028,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,2,8,0.046838310914642765,0.1099191973027857,0.018854766481949337,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,2,16,0.03254144508316204,0.09662010230972455,0.011708365546160296,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,4,1,0.031074791771704382,0.09298019155324937,0.0040201031716396675,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,4,8,0.05476491440061809,0.11805953648513635,0.013026402089626231,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,4,16,0.03688467729999761,0.09939532150485257,0.01505098901188693,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,8,1,0.02775958775044217,0.08931919808222145,0.0037943053371268225,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,8,8,0.06316341821031428,0.1271216522427023,0.0042310984926289515,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,8,16,0.04328384691578933,0.10249143382778252,0.016300602457527534,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,16,1,0.026539453112924938,0.08837055801961484,0.0033869931205500717,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,16,8,0.06828285023101655,0.13274762798362558,0.00043511943377341533,0.0
1,ddim_eps,pusht_aligned,random_sample_selection,16,16,0.04417459889170259,0.09974495593325704,0.012511889001689565,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,1,1,0.04710083842729157,0.108939270230677,0.010641290834274874,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,1,8,0.03879712594552306,0.10267884868315329,0.01818994445639861,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,1,16,0.036193154475341466,0.09972630665633105,0.008192272163340801,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,2,1,0.05902065388809513,0.11683877034317326,0.008714742274473337,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,2,8,0.05510228016108696,0.11462106902522269,0.012443296318196928,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,2,16,0.04484875328955715,0.10564370239640937,0.00781910674911645,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,4,1,0.06147019127414761,0.11740290524075565,0.0064832669560616,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,4,8,0.06762415368930003,0.12362781642136474,0.007899043675121124,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,4,16,0.053696860918670215,0.11382074476451608,0.006569275459987041,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,8,1,0.06116155631130852,0.11677115663703014,0.0030090662864853093,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,8,8,0.07960501223722412,0.13301288741569275,0.003500568522305092,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,8,16,0.06418495947135341,0.12312109535554965,0.005748742695566192,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,16,1,0.06352512451675678,0.11869535058878855,0.0008855539792085174,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,16,8,0.08892703239937062,0.14019800098161156,0.0008536802103455643,0.0
1,ddim_eps,pusht_aligned,uncertainty_aware_critic,16,16,0.07792857038520735,0.13384419591471622,0.004489648797882735,0.0
1,ddim_eps,pusht_high_temp_misaligned,behavior_cloning_critic,1,1,-0.06808783719161242,0.039395399950314665,0.008722121862160998,0.0
